Squad,defense_# Pl,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,defense_Season,keeper_# Pl,keeper_MP,keeper_Starts,keeper_Min,keeper_90s,keeper_GA,keeper_GA90,keeper_SoTA,keeper_Saves,keeper_Save%,keeper_W,keeper_D,keeper_L,keeper_CS,keeper_CS%,keeper_PKatt,keeper_PKA,keeper_PKsv,keeper_PKm,keeper_Save%.1,keeper_Season,league_Rank,league_MP,league_W,league_D,league_L,league_GF,league_GA,league_GD,league_Pts,league_Pts/MP,league_xG,league_xGA,league_xGD,league_xGD/90,league_Attendance,league_Season,passing_# Pl,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_Season,shooting_# Pl,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,shooting_Season,standard_# Pl,standard_Age,standard_Poss,standard_MP,standard_Starts,standard_Min,standard_90s,standard_Gls,standard_Ast,standard_G+A,standard_G-PK,standard_PK,standard_PKatt,standard_CrdY,standard_CrdR,standard_xG,standard_npxG,standard_xAG,standard_npxG+xAG,standard_PrgC,standard_PrgP,standard_Gls.1,standard_Ast.1,standard_G+A.1,standard_G-PK.1,standard_G+A-PK,standard_xG.1,standard_xAG.1,standard_xG+xAG,standard_npxG.1,standard_npxG+xAG.1,standard_Season,Season,League,GK_SaveImpact,GK_PenaltyImpact
Leeds United,29,38.0,840,480,376,343,121,412,870,47.4,458,536,131,405,392,1232,734,18,2022-2023,2,38,38,"3,420",38.0,78,2.05,185,108,60.5,7,10,21,5,13.2,6,5,0,1,0.0,2022-2023,19,38,7,10,21,48,78,-30,31,0.82,47.3,67.1,-19.8,-0.52,"36,566",2022-2023,29,38.0,12437,16924,73.5,206567,84295,6115,7225,84.6,4782,5973,80.1,1072,2528,42.4,31,31.8,27.3,-0.8,337,1086,270,70,1429,2022-2023,29,38.0,45,459,141,30.7,12.08,3.71,0.1,0.31,16.6,19,1,3,47.3,44.9,0.1,-2.3,-0.9,2022-2023,29,25.3,47.0,38,418,"3,420",38.0,45,31,76,44,1,3,89,3,47.3,44.9,31.8,76.7,555,1429,1.18,0.82,2.0,1.16,1.97,1.24,0.84,2.08,1.18,2.02,2022-2023,2022-2023,Premier-League,3.1615767375964867,0.0
Leicester City,28,38.0,699,412,345,291,63,308,677,45.5,369,517,170,347,367,1066,777,12,2022-2023,2,38,38,"3,420",38.0,68,1.79,178,113,64.0,9,7,22,7,18.4,5,4,1,0,20.0,2022-2023,18,38,9,7,22,51,68,-17,34,0.89,50.5,63.3,-12.8,-0.34,"31,887",2022-2023,28,38.0,14887,18871,78.9,249219,89055,7245,8221,88.1,6087,7165,85.0,1165,2422,48.1,36,38.4,26.3,-2.4,319,1142,220,52,1304,2022-2023,28,38.0,49,412,142,34.5,10.84,3.74,0.11,0.32,17.7,14,3,6,50.5,45.7,0.11,-1.5,0.3,2022-2023,28,26.1,47.7,38,418,"3,420",38.0,49,36,85,46,3,6,63,2,50.5,45.7,38.4,84.1,580,1304,1.29,0.95,2.24,1.21,2.16,1.33,1.01,2.34,1.2,2.21,2022-2023,2022-2023,Premier-League,3.3199269157380833,0.3218875824868201
Liverpool,28,38.0,590,370,228,250,112,281,651,43.2,370,350,74,276,333,923,568,20,2022-2023,2,38,38,"3,420",38.0,47,1.24,157,111,71.3,19,10,9,14,36.8,4,2,1,1,33.3,2022-2023,5,38,19,10,9,75,47,28,67,1.76,71.5,50.8,20.7,0.55,"53,163",2022-2023,28,38.0,20043,24361,82.3,352929,120466,9023,10114,89.2,8561,9758,87.7,1962,3283,59.8,58,55.6,52.3,2.4,458,1615,452,85,1992,2022-2023,28,38.0,71,601,203,33.8,15.82,5.34,0.11,0.34,16.2,7,2,4,71.5,68.4,0.12,-0.5,0.6,2022-2023,28,27.4,60.8,38,418,"3,420",38.0,71,58,129,69,2,4,57,1,71.5,68.4,55.6,124.1,719,1992,1.87,1.53,3.39,1.82,3.34,1.88,1.46,3.35,1.8,3.26,2022-2023,2022-2023,Premier-League,3.6096302585482274,0.36583789212648044
Manchester City,24,38.0,471,272,185,198,88,212,462,45.9,250,339,95,244,223,694,402,9,2022-2023,2,38,38,"3,420",38.0,33,0.87,92,60,67.4,28,5,5,13,34.2,3,3,0,0,0.0,2022-2023,1,38,28,5,5,94,33,61,89,2.34,78.6,32.1,46.5,1.22,"53,249",2022-2023,24,38.0,23263,26642,87.3,396454,114920,11020,11888,92.7,9848,10836,90.9,1932,2849,67.8,69,57.5,57.6,11.5,464,1770,445,75,2073,2022-2023,24,38.0,92,590,205,34.7,15.53,5.39,0.14,0.4,16.6,20,9,10,78.6,71.1,0.12,13.4,11.9,2022-2023,24,27.2,64.7,38,418,"3,420",38.0,92,69,161,83,9,10,44,1,78.6,71.1,57.5,128.6,988,2073,2.42,1.82,4.24,2.18,4.0,2.07,1.51,3.58,1.87,3.38,2022-2023,2022-2023,Premier-League,3.054972058385295,0.0
Manchester Utd,26,38.0,657,400,343,231,83,300,600,50.0,300,496,146,350,352,1009,771,11,2022-2023,1,38,38,"3,420",38.0,43,1.13,142,99,71.1,23,6,9,17,44.7,3,2,1,0,33.3,2022-2023,3,38,23,6,9,58,43,15,75,1.97,67.7,50.4,17.3,0.45,"73,671",2022-2023,26,38.0,16603,20525,80.9,276625,97026,8273,9294,89.0,6359,7306,87.0,1438,2651,54.2,42,52.2,44.6,-10.2,478,1268,398,57,1595,2022-2023,26,38.0,56,590,206,34.9,15.53,5.42,0.09,0.26,17.8,20,3,3,67.7,65.3,0.11,-11.7,-12.3,2022-2023,26,26.9,53.7,38,418,"3,420",38.0,56,42,98,53,3,3,78,2,67.7,65.3,52.2,117.5,711,1595,1.47,1.11,2.58,1.39,2.5,1.78,1.37,3.15,1.72,3.09,2022-2023,2022-2023,Premier-League,3.5285825321147937,0.36583789212648044
Newcastle Utd,27,38.0,607,360,268,254,85,307,642,47.8,335,448,116,332,333,940,680,10,2022-2023,2,38,38,"3,418",38.0,33,0.87,127,94,75.6,19,14,5,14,36.8,5,2,2,1,50.0,2022-2023,4,38,19,14,5,68,33,35,71,1.87,71.9,39.5,32.3,0.85,"52,127",2022-2023,27,38.0,13925,17837,78.1,246297,90893,6433,7370,87.3,5580,6605,84.5,1523,2774,54.9,42,51.8,45.0,-9.8,435,1083,403,64,1618,2022-2023,27,38.0,64,565,184,32.6,14.87,4.84,0.1,0.32,15.6,15,6,6,71.9,67.3,0.12,-7.9,-9.3,2022-2023,27,27.3,52.3,38,418,"3,420",38.0,64,42,106,58,6,6,61,1,71.9,67.3,51.8,119.1,695,1618,1.68,1.11,2.79,1.53,2.63,1.89,1.36,3.26,1.77,3.13,2022-2023,2022-2023,Premier-League,3.66813487952323,0.5493061443340548
Nott'ham Forest,33,38.0,659,387,380,201,78,296,589,50.3,293,500,156,344,349,1008,944,7,2022-2023,3,38,38,"3,420",38.0,68,1.79,182,112,65.9,9,11,18,8,21.1,9,6,2,1,25.0,2022-2023,16,38,9,11,18,38,68,-30,38,1.0,39.3,64.2,-24.9,-0.66,"29,188",2022-2023,33,38.0,9543,13606,70.1,177315,72656,4046,4952,81.7,4071,5126,79.4,1187,2708,43.8,22,26.3,20.5,-4.3,246,660,172,50,859,2022-2023,33,38.0,36,362,111,30.7,9.53,2.92,0.09,0.3,17.2,9,3,6,39.3,34.6,0.1,-3.3,-1.6,2022-2023,33,26.5,37.6,38,418,"3,420",38.0,36,22,58,33,3,6,84,0,39.3,34.6,26.3,61.0,436,859,0.95,0.58,1.53,0.87,1.45,1.03,0.69,1.73,0.91,1.6,2022-2023,2022-2023,Premier-League,3.433051374722497,0.4864775372638283
Southampton,36,38.0,714,426,378,279,57,297,612,48.5,315,542,165,377,427,1141,852,11,2022-2023,2,38,38,"3,420",38.0,73,1.92,150,81,52.7,6,7,25,4,10.5,3,2,1,0,33.3,2022-2023,20,38,6,7,25,36,73,-37,25,0.66,37.8,60.8,-23.0,-0.61,"30,440",2022-2023,36,38.0,12319,16391,75.2,211636,79814,5972,6925,86.2,4830,5823,82.9,1170,2625,44.6,25,28.1,26.0,-3.1,302,938,239,71,1125,2022-2023,36,38.0,36,413,132,32.0,10.87,3.47,0.08,0.26,18.1,17,2,4,37.8,34.6,0.09,-1.8,-0.6,2022-2023,36,24.7,44.5,38,418,"3,420",38.0,36,25,61,34,2,4,73,0,37.8,34.6,28.1,62.7,588,1125,0.95,0.66,1.61,0.89,1.55,0.99,0.74,1.73,0.91,1.65,2022-2023,2022-2023,Premier-League,2.644106474001465,0.36583789212648044
Tottenham,29,38.0,619,353,325,215,79,275,574,47.9,299,428,148,280,340,959,762,20,2022-2023,2,38,38,"3,420",38.0,63,1.66,172,109,65.1,18,6,14,10,26.3,4,3,1,0,25.0,2022-2023,8,38,18,6,14,70,63,7,60,1.58,57.0,49.6,7.4,0.2,"61,585",2022-2023,29,38.0,15972,19672,81.2,277567,92695,7333,8180,89.6,6707,7682,87.3,1499,2669,56.2,46,43.0,34.0,3.0,386,1071,323,104,1449,2022-2023,29,38.0,68,512,186,36.3,13.47,4.89,0.12,0.34,16.7,14,5,6,57.0,52.3,0.1,11.0,10.7,2022-2023,29,27.6,50.0,38,418,"3,420",38.0,68,46,114,63,5,6,77,3,57.0,52.3,43.0,95.4,692,1449,1.79,1.21,3.0,1.66,2.87,1.5,1.13,2.63,1.38,2.51,2022-2023,2022-2023,Premier-League,3.354792828018054,0.34657359027997264
West Ham,25,38.0,608,336,290,226,92,270,563,48.0,293,415,139,276,408,1016,810,10,2022-2023,2,38,38,"3,420",38.0,55,1.45,170,115,70.0,11,7,20,9,23.7,6,4,1,1,20.0,2022-2023,14,38,11,7,20,42,55,-13,40,1.05,49.2,53.0,-3.9,-0.1,"62,462",2022-2023,25,38.0,12369,16357,75.6,219013,84296,5883,6778,86.8,4784,5831,82.0,1383,2753,50.2,25,32.7,26.8,-7.7,340,990,212,80,1274,2022-2023,25,38.0,41,466,133,28.5,12.26,3.5,0.08,0.26,17.3,13,6,8,49.2,43.7,0.1,-8.2,-8.7,2022-2023,25,28.2,42.1,38,418,"3,420",38.0,41,25,66,35,6,8,44,0,49.2,43.7,32.7,76.4,615,1274,1.08,0.66,1.74,0.92,1.58,1.29,0.86,2.15,1.15,2.01,2022-2023,2022-2023,Premier-League,3.5991644895518617,0.3218875824868201
Wolves,32,38.0,660,370,363,222,75,285,616,46.3,331,497,175,322,279,939,817,19,2022-2023,2,38,38,"3,420",38.0,58,1.53,174,115,67.8,11,8,19,11,28.9,4,2,2,0,50.0,2022-2023,13,38,11,8,19,31,58,-27,41,1.08,36.8,59.9,-23.0,-0.61,"31,482",2022-2023,32,38.0,14554,18294,79.6,264071,87310,6350,7195,88.3,6306,7257,86.9,1574,2890,54.5,12,25.4,21.0,-13.4,294,1110,252,71,1343,2022-2023,32,38.0,28,409,119,29.1,10.76,3.13,0.06,0.21,18.0,18,3,3,36.8,34.5,0.09,-8.8,-9.5,2022-2023,32,26.7,49.9,38,418,"3,420",38.0,28,12,40,25,3,3,85,6,36.8,34.5,25.4,60.0,610,1343,0.74,0.32,1.05,0.66,0.97,0.97,0.67,1.64,0.91,1.58,2022-2023,2022-2023,Premier-League,3.5017248903201423,0.5493061443340548
Arsenal,25,38.0,610,348,257,246,107,271,543,49.9,272,412,106,306,292,902,515,18,2023-2024,2,38,38,"3,420",38.0,29,0.76,83,54,67.5,28,5,5,18,47.4,3,2,1,0,33.3,2023-2024,2,38,28,5,5,91,29,62,89,2.34,76.1,27.9,48.2,1.27,"60,236",2023-2024,25,38.0,19094,22558,84.6,309533,102210,9719,10643,91.3,7809,8765,89.1,1178,2162,54.5,62,55.3,57.8,6.7,513,1546,548,68,2106,2023-2024,25,38.0,86,647,209,32.3,17.03,5.5,0.12,0.36,15.8,6,10,10,76.1,68.5,0.11,9.9,7.5,2023-2024,25,25.0,58.2,38,418,"3,420",38.0,86,62,148,76,10,10,64,2,76.1,68.5,55.3,123.8,821,2106,2.26,1.63,3.89,2.0,3.63,2.0,1.46,3.46,1.8,3.26,2023-2024,2023-2024,Premier-League,2.9908013392192365,0.36583789212648044
Aston Villa,31,38.0,547,311,269,210,68,260,550,47.3,290,389,113,276,236,783,597,13,2023-2024,2,38,38,"3,420",38.0,61,1.61,173,115,65.3,20,8,10,8,21.1,2,1,1,0,50.0,2023-2024,4,38,20,8,10,76,61,15,68,1.79,63.3,59.9,3.4,0.09,"41,858",2023-2024,31,38.0,16133,19363,83.3,281128,95293,7110,7878,90.3,7381,8273,89.2,1330,2368,56.2,55,48.6,42.5,6.4,398,1160,363,67,1451,2023-2024,31,38.0,72,511,182,35.6,13.45,4.79,0.13,0.37,16.0,15,4,4,63.3,60.3,0.12,8.7,7.7,2023-2024,31,26.9,53.1,38,418,"3,420",38.0,72,55,127,68,4,4,94,2,63.3,60.3,48.6,108.9,775,1451,1.89,1.45,3.34,1.79,3.24,1.67,1.28,2.95,1.59,2.87,2023-2024,2023-2024,Premier-League,3.3688631103870876,0.34657359027997264
Bournemouth,30,38.0,693,410,301,281,111,325,688,47.2,363,504,153,351,357,1050,817,16,2023-2024,3,38,38,"3,420",38.0,67,1.76,194,127,68.6,13,9,16,9,23.7,7,6,1,0,14.3,2023-2024,12,38,13,9,16,54,67,-13,48,1.26,55.9,58.1,-2.2,-0.06,"11,103",2023-2024,30,38.0,11899,15920,74.7,220978,83235,4976,5868,84.8,5270,6214,84.8,1393,2964,47.0,39,40.5,33.7,-1.5,414,1074,352,88,1314,2023-2024,30,38.0,52,539,175,32.5,14.18,4.61,0.09,0.29,16.7,18,2,3,55.9,53.6,0.1,-3.9,-3.6,2023-2024,30,25.7,44.4,38,418,"3,420",38.0,52,39,91,50,2,3,79,3,55.9,53.6,40.5,94.0,709,1314,1.37,1.03,2.39,1.32,2.34,1.47,1.06,2.54,1.41,2.47,2023-2024,2023-2024,Premier-League,3.61727769717473,0.2782651513149098
Brentford,28,38.0,677,399,349,250,78,317,697,45.5,380,474,142,332,378,1055,903,18,2023-2024,2,38,38,"3,420",38.0,65,1.71,184,119,65.8,10,9,19,7,18.4,2,2,0,0,0.0,2023-2024,16,38,10,9,19,56,65,-9,39,1.03,58.2,56.0,2.2,0.06,"17,082",2023-2024,28,38.0,12551,16818,74.6,225971,88492,5616,6628,84.7,5236,6432,81.4,1382,2776,49.8,38,42.7,40.0,-4.7,332,965,333,106,1283,2023-2024,28,38.0,54,470,159,33.8,12.37,4.18,0.11,0.32,15.6,17,3,3,58.2,56.0,0.12,-4.2,-5.0,2023-2024,28,26.6,45.2,38,418,"3,420",38.0,54,38,92,51,3,3,89,2,58.2,56.0,42.7,98.8,505,1283,1.42,1.0,2.42,1.34,2.34,1.53,1.12,2.66,1.47,2.6,2023-2024,2023-2024,Premier-League,3.4349941329015374,0.0
Brighton,30,38.0,644,366,292,252,100,307,658,46.7,351,437,140,297,288,932,603,21,2023-2024,2,38,38,"3,420",38.0,62,1.63,165,105,66.1,12,12,14,6,15.8,6,6,0,0,0.0,2023-2024,11,38,12,12,14,55,62,-7,48,1.26,56.8,55.4,1.4,0.04,"32,638",2023-2024,30,38.0,21810,25029,87.1,341060,113686,11574,12473,92.8,8261,9125,90.5,1296,2164,59.9,36,41.6,43.7,-5.6,429,1484,384,81,1780,2023-2024,30,38.0,50,555,198,35.7,14.61,5.21,0.08,0.23,16.7,11,5,6,56.8,52.2,0.1,-6.8,-7.2,2023-2024,30,25.9,59.8,38,418,"3,420",38.0,50,36,86,45,5,6,90,3,56.8,52.2,41.6,93.8,864,1780,1.32,0.95,2.26,1.18,2.13,1.49,1.09,2.59,1.37,2.47,2023-2024,2023-2024,Premier-League,3.379023928103675,0.0
Burnley,31,38.0,607,342,282,247,78,284,584,48.6,300,477,169,308,280,887,837,22,2023-2024,2,38,38,"3,420",38.0,78,2.05,244,168,70.5,5,9,24,2,5.3,7,6,1,0,14.3,2023-2024,19,38,5,9,24,41,78,-37,24,0.63,40.6,70.4,-29.7,-0.78,"21,184",2023-2024,31,38.0,13937,17959,77.6,246047,83556,6311,7267,86.8,6017,7042,85.4,1324,2755,48.1,30,29.7,26.6,0.3,326,976,216,54,1181,2023-2024,31,38.0,40,430,137,31.9,11.32,3.61,0.09,0.27,17.7,13,3,3,40.6,38.3,0.09,-0.6,-1.3,2023-2024,31,24.5,47.4,38,418,"3,420",38.0,40,30,70,37,3,3,77,7,40.6,38.3,29.7,68.0,727,1181,1.05,0.79,1.84,0.97,1.76,1.07,0.78,1.85,1.01,1.79,2023-2024,2023-2024,Premier-League,3.8783870384340324,0.2782651513149098
Chelsea,32,38.0,663,376,325,235,103,323,630,51.3,307,448,166,282,298,961,785,24,2023-2024,2,38,38,"3,420",38.0,63,1.66,186,125,67.7,18,9,11,8,21.1,5,3,1,1,25.0,2023-2024,6,38,18,9,11,77,63,14,63,1.66,74.5,58.1,16.4,0.43,"39,524",2023-2024,32,38.0,20039,23364,85.8,328448,109853,10006,10877,92.0,8176,9060,90.2,1365,2328,58.6,51,51.4,43.1,-0.4,419,1351,352,51,1615,2023-2024,32,38.0,76,537,194,36.1,14.13,5.11,0.12,0.34,17.3,22,11,12,74.5,65.1,0.12,1.5,-0.1,2023-2024,32,24.2,58.6,38,418,"3,420",38.0,76,51,127,65,11,12,109,4,74.5,65.1,51.4,116.5,873,1615,2.0,1.34,3.34,1.71,3.05,1.96,1.35,3.31,1.71,3.06,2023-2024,2023-2024,Premier-League,3.5414605336105556,0.34657359027997264
Crystal Palace,26,38.0,788,464,373,301,114,337,609,55.3,272,456,122,334,323,1111,927,6,2023-2024,3,38,38,"3,420",38.0,58,1.53,154,98,64.3,13,10,15,10,26.3,3,3,0,0,0.0,2023-2024,10,38,13,10,15,57,58,-1,49,1.29,48.6,52.0,-3.4,-0.09,"24,932",2023-2024,26,38.0,12915,16754,77.1,225542,84922,6040,6920,87.3,5338,6287,84.9,1204,2608,46.2,43,38.7,31.5,4.3,353,995,273,60,1176,2023-2024,26,38.0,56,452,162,35.8,11.89,4.26,0.12,0.32,17.2,20,4,4,48.6,45.4,0.1,7.4,6.6,2023-2024,26,26.7,42.3,38,418,"3,420",38.0,56,43,99,52,4,4,73,2,48.6,45.4,38.7,84.1,506,1176,1.47,1.13,2.61,1.37,2.5,1.28,1.02,2.3,1.2,2.21,2023-2024,2023-2024,Premier-League,3.2429223501790756,0.0
Everton,26,38.0,743,442,371,261,111,347,701,49.5,354,479,177,302,358,1101,882,12,2023-2024,1,38,38,"3,420",38.0,51,1.34,165,117,73.9,13,9,16,13,34.2,8,8,0,0,0.0,2023-2024,15,38,13,9,16,40,51,-11,42,1.11,54.0,55.2,-1.2,-0.03,"39,042",2023-2024,26,38.0,11349,15514,73.2,208537,88374,5198,6091,85.3,4386,5405,81.1,1469,3057,48.1,17,38.1,31.8,-21.1,339,958,284,77,1129,2023-2024,26,38.0,40,504,152,30.2,13.26,4.0,0.08,0.25,16.7,14,2,3,54.0,51.6,0.11,-14.0,-13.6,2023-2024,26,27.1,40.8,38,418,"3,420",38.0,40,17,57,38,2,3,82,1,54.0,51.6,38.1,89.8,495,1129,1.05,0.45,1.5,1.0,1.45,1.42,1.0,2.43,1.36,2.36,2023-2024,2023-2024,Premier-League,3.777758975595486,0.0
Fulham,25,38.0,679,384,339,260,80,346,678,51.0,332,437,117,320,371,1050,744,14,2023-2024,1,38,38,"3,420",38.0,61,1.61,190,133,72.1,13,8,17,10,26.3,8,8,0,0,0.0,2023-2024,13,38,13,8,17,55,61,-6,47,1.24,50.8,62.9,-12.1,-0.32,"24,302",2023-2024,25,38.0,16311,20237,80.6,290238,100538,7028,7907,88.9,7277,8347,87.2,1586,2853,55.6,40,37.6,33.6,2.4,379,1117,355,94,1467,2023-2024,25,38.0,54,499,175,35.1,13.13,4.61,0.1,0.3,17.0,14,2,2,50.8,49.2,0.1,3.2,2.8,2023-2024,25,28.4,50.6,38,418,"3,420",38.0,54,40,94,52,2,2,84,4,50.8,49.2,37.6,86.8,670,1467,1.42,1.05,2.47,1.37,2.42,1.34,0.99,2.33,1.3,2.29,2023-2024,2023-2024,Premier-League,3.78688914162162,0.0
Liverpool,30,38.0,677,418,274,290,113,341,768,44.4,427,475,108,367,292,969,583,19,2023-2024,2,38,38,"3,420",38.0,41,1.08,147,108,72.8,24,10,4,10,26.3,1,1,0,0,0.0,2023-2024,3,38,24,10,4,86,41,45,82,2.16,87.8,45.7,42.0,1.11,"55,979",2023-2024,30,38.0,20376,24379,83.6,346550,118702,9656,10641,90.7,8627,9763,88.4,1637,2814,58.2,60,63.7,55.6,-3.7,598,1666,506,80,2110,2023-2024,30,38.0,80,781,263,33.7,20.55,6.92,0.09,0.28,17.2,18,6,9,87.8,80.4,0.11,-7.8,-6.4,2023-2024,30,26.3,61.3,38,418,"3,420",38.0,80,60,140,74,6,9,69,5,87.8,80.4,63.7,144.1,924,2110,2.11,1.58,3.68,1.95,3.53,2.31,1.68,3.98,2.12,3.79,2023-2024,2023-2024,Premier-League,3.6379705353002754,0.0
Luton Town,28,38.0,654,368,330,236,88,299,616,48.5,317,493,183,310,325,979,916,21,2023-2024,2,38,38,"3,420",38.0,85,2.24,223,142,63.7,6,8,24,2,5.3,4,4,0,0,0.0,2023-2024,18,38,6,8,24,52,85,-33,26,0.68,42.4,78.0,-35.5,-0.94,"11,240",2023-2024,28,38.0,11048,15099,73.2,201475,81352,4969,5784,85.9,4443,5431,81.8,1289,2879,44.8,33,29.5,27.5,3.5,315,835,250,90,1113,2023-2024,28,38.0,49,427,134,31.4,11.24,3.53,0.1,0.33,16.3,11,5,5,42.4,38.6,0.09,6.6,5.4,2023-2024,28,26.7,42.4,38,418,"3,420",38.0,49,33,82,44,5,5,71,0,42.4,38.6,29.5,68.2,675,1113,1.29,0.87,2.16,1.16,2.03,1.12,0.78,1.89,1.02,1.79,2023-2024,2023-2024,Premier-League,3.44721853503166,0.0
Manchester City,25,38.0,517,305,183,221,113,222,458,48.5,236,353,75,278,233,750,457,17,2023-2024,2,38,38,"3,420",38.0,34,0.89,109,76,71.6,28,7,3,13,34.2,3,3,0,0,0.0,2023-2024,1,38,28,7,3,96,34,62,91,2.39,80.5,35.6,44.9,1.18,"53,012",2023-2024,25,38.0,24616,27758,88.7,394064,112270,12895,13721,94.0,9449,10306,91.7,1652,2498,66.1,69,60.2,62.1,8.8,545,1890,484,65,2060,2023-2024,25,38.0,94,683,264,38.7,17.97,6.95,0.12,0.32,17.1,25,9,10,80.5,72.9,0.11,13.5,12.1,2023-2024,25,26.6,65.2,38,418,"3,420",38.0,94,69,163,85,9,10,53,2,80.5,72.9,60.2,133.1,1127,2060,2.47,1.82,4.29,2.24,4.05,2.12,1.58,3.7,1.92,3.5,2023-2024,2023-2024,Premier-League,3.36554394190737,0.0
Manchester Utd,31,38.0,676,409,334,240,102,349,715,48.8,366,534,207,327,313,989,884,12,2023-2024,1,38,38,"3,420",38.0,58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,0.0,2023-2024,8,38,18,6,14,57,58,-1,60,1.58,56.5,68.9,-12.5,-0.33,"73,533",2023-2024,31,38.0,15785,19538,80.8,260507,91226,7892,8866,89.0,5965,6943,85.9,1355,2517,53.8,36,40.1,34.6,-4.1,434,1202,338,50,1479,2023-2024,31,38.0,57,543,182,33.5,14.29,4.79,0.09,0.28,17.4,15,6,7,56.5,51.0,0.1,0.5,0.0,2023-2024,31,26.1,50.6,38,418,"3,420",38.0,57,36,93,51,6,7,83,1,56.5,51.0,40.1,91.0,758,1479,1.5,0.95,2.45,1.34,2.29,1.49,1.06,2.54,1.34,2.4,2023-2024,2023-2024,Premier-League,3.9832718753893186,0.0
Newcastle Utd,32,38.0,661,391,316,254,91,302,681,44.3,379,497,151,346,285,946,682,16,2023-2024,3,38,38,"3,420",38.0,62,1.63,195,133,70.3,18,6,14,10,26.3,5,4,1,0,20.0,2023-2024,7,38,18,6,14,85,62,23,60,1.58,76.0,61.4,14.6,0.38,"52,125",2023-2024,32,38.0,16117,19852,81.2,274265,96401,7681,8623,89.1,6722,7757,86.7,1358,2504,54.2,55,51.3,43.5,3.7,424,1107,380,76,1557,2023-2024,32,38.0,83,542,196,36.2,14.26,5.16,0.14,0.38,15.7,9,8,9,76.0,69.0,0.13,7.0,6.0,2023-2024,32,27.2,52.2,38,418,"3,420",38.0,83,55,138,75,8,9,79,1,76.0,69.0,51.3,120.3,737,1557,2.18,1.45,3.63,1.97,3.42,2.0,1.35,3.35,1.82,3.17,2023-2024,2023-2024,Premier-League,3.710514605439054,0.3218875824868201
Nott'ham Forest,33,38.0,728,430,437,219,72,326,609,53.5,283,489,168,321,331,1059,968,13,2023-2024,3,38,38,"3,420",38.0,67,1.76,163,98,61.3,9,9,20,4,10.5,4,4,0,0,0.0,2023-2024,17,38,9,9,20,49,67,-18,32,0.84,49.9,53.3,-3.4,-0.09,"29,386",2023-2024,33,38.0,11877,15679,75.8,210025,83097,5510,6417,85.9,4760,5855,81.3,1265,2493,50.7,43,37.9,27.8,5.1,325,905,244,61,1141,2023-2024,33,38.0,49,450,143,31.8,11.84,3.76,0.11,0.34,17.2,7,1,1,49.9,49.1,0.11,-0.9,-1.1,2023-2024,33,25.7,40.6,38,418,"3,420",38.0,49,43,92,48,1,1,82,3,49.9,49.1,37.9,87.0,601,1141,1.29,1.13,2.42,1.26,2.39,1.31,1.0,2.31,1.29,2.29,2023-2024,2023-2024,Premier-League,3.1262181202562336,0.0
Sheffield Utd,35,38.0,709,405,375,248,86,299,635,47.1,336,514,180,334,348,1057,1042,18,2023-2024,2,38,38,"3,420",38.0,104,2.74,263,166,62.4,3,7,28,1,2.6,7,5,0,2,0.0,2023-2024,20,38,3,7,28,35,104,-69,16,0.42,38.3,76.6,-38.3,-1.01,"30,011",2023-2024,35,38.0,9531,13509,70.6,169894,71337,4492,5357,83.9,3739,4696,79.6,1042,2626,39.7,18,25.8,21.0,-7.8,257,701,198,48,884,2023-2024,35,38.0,31,360,117,32.5,9.47,3.08,0.07,0.22,17.4,8,5,5,38.3,34.5,0.1,-7.3,-8.5,2023-2024,35,25.7,35.8,38,418,"3,420",38.0,31,18,49,26,5,5,101,5,38.3,34.5,25.8,60.3,346,884,0.82,0.47,1.29,0.68,1.16,1.01,0.68,1.69,0.91,1.59,2023-2024,2023-2024,Premier-League,3.479392240363301,0.0
